2250297;подобашеть;подобати;V-;3siia----i;no distractor;подобаше,подобашеть
2250298;бо;бо;Df;---------n;no distractor;бо
2250299;ему;и;Pp;3s---md--i;3s---mg--i:него,нѣго,нево,негѡ,нѣво,нѥго,ѥ]го|3p---ml--i:нихъ,нихʼ,них҃|3p---md--i:им же|3s---ma--i:нь,не,и҃|3s---mi--i:нимъ,немъ,нимь,нїмь,ним꙽,дним,нимо|3p---fa--i:нѣ|3s---na--i:е же|3p---mg--i:нихъ,нїхъ,нихʼ|3p---ma--i:ихъ|3s---fl--i:неи,ней,нѥи,нѣи|3s---fi--i:нею,нѣю,нѥю|3p---mi--i:ними.|3p---fg--i:нихъ|3p---ng--i:ихъ|3d---ma--i:нѧ|3d---md--i:нима|3s---ng--i:него|3s---fg--i:нея,неꙗ,неѣ,нее,нѥꙗ,неи|3s---fa--i:ню|3s---fd--i:неи,нѥи|3s---ml--i:немь,немъ,нѣмь,нѣмъ,ньмь,нѥмь,немʼ,нем҃|3d---mi--i:нима|3d---mg--i:нее,нею|3p---fl--i:нихъ|3s---ni--i:имь,имъ|3p---fd--i:нимъ|3p---fi--i:ними|3p---nl--i:нихъ|3p---na--i:ѧ,ꙗ|3s---nl--i:немъ,немь,нѥмь|3p---nd--i:нимъ|3p---ni--i:ими|3s---nd--i:емѹ;емоу,ему,нему,емѹ,ѥму,нѣму,ѥмѹ,немѹ,ем,ѥмȣ,нѥмѹ,емȣ,немȣ,нѥмо,емꙋ,ємꙋ,немꙋ,мꙋ,єму,ѥмоу,нѣмѹ,нѣмꙋ,емо,немо,му
2250300;рещи;рещи;V-;--pna----i;-pupamn-si:рекъше|3saia----i:рече,Рече,рѣче,реч҃,речь|3paia----i:рекоша,рекъша,рокоша,рекошѧ|1paia----i:рекохомъ|-supana-si:рекъше,рек꙽ше|-ppppmn-wi:рекомии|3daia----i:рекоста|-supamn-si:рекъ,рѣхъ,Рекъ|-sppamn-si:р]ека|-pppamn-si:рекоуче,рекоуще|2ppma----i:рьцѣте,речете|-sppafn-si:рькуще,рькущи|-suppnn-si:реченно|2spma----i:речши|-supafn-si:рекъши|1ppma----i:рцѣмъ|-spppma-wi:рекомыи|-sspamn-si:реклъ|1saia----i:рекохъ,рѣкъхъ|1spia----i:реку,рекѹ|-supamd-si:рекшемꙋ|2paia----i:рекосте|-dupamd-si:рекшема|3siia----i:речаше|3spia----i:речетъ,речеть|-sppamd-si:рекущю,рекѹщю|3ppia----i:рекуть,рекутъ,рекѹть,рекꙋтъ|1ppia----i:речемъ|-dspamn-si:рекла|-pspamn-si:рекъли|-sppamn-wi:рекыи|-dupamn-si:рекъша|-supang-wi:рекъшааго|-supamg-si:рекъша|-suppnn-wi:реченʼное|-spppmn-si:рк|1dpia----i:речеве|-supana-wi:рекъшеѥ|2ppia----i:речете|-supamd-wi:рекъшюѹмѹ|-pupamd-si:рекъшемъ|-supann-wi:рекшеѥ|-supamg-wi:рекъшааго|-sppamg-si:рекѹща,рекуща|-supann-si:рек꙽ше|-spppmn-wi:рекомыи|-suppnd-wi:реченномѹ|-pupamd-wi:рекшимъ|-puppna-wi:реченнаѧ|-suppml-wi:реченѣм|-spppfn-wi:рекомая|-dppamn-si:рекуща|-pppafn-si:ркучи;рещи,рещи-,рѣши,реч
2250301;яко же;якоже;G-;---------n;no distractor;яко же,якоже
2250303;и;и;Df;---------n;no distractor;и
2250304;азъ;азъ;Pp;1s---mn--i;1s---md--i:мъ]нҍ|1s---qd--i:мнѣ|1s---fd--i:мънҍ|1s---fa--i:мѧ|1s---fg--i:мене,меня,мьнь|1s---fl--i:мнѣ|3s---fa--i:мѧ|1s---ma--i:мене|1s---mg--i:мене,менѧ,меня,меия|1s---mi--i:м[ъною|1s---ml--i:мънѣ;азъ,Азъ,язъ,аз,азʼ,аз꙽,аȥъ
2250305;словомъ;слово;Nb;-s---ni--i;-p---na--i:словеса|-s---nn--i:слово|-s---na--i:слово,словѡ|-s---ng--i:словесе|-p---nn--i:словеса|-p---ni--i:словесы,словеси|-p---ng--i:словесъ|-p---nl--i:словесѣхъ|-s---nd--i:словеси|-p---nd--i:словесем|-s---nl--i:словеси|-s---nv--i:слове;словомъ,словомь,словом,словъмь,словесенъ
2250306;точью;тъчию;Df;---------n;no distractor;точью
2250307;творитї;творити;V-;--pna----i;3ppia----i:творѧть,творѧтъ,творятъ|3piia----i:творꙗахѹть|-pppamn-si:творѧще,творѧче,творꙗще|1saia----i:творихъ|3siia----i:творꙗаше,творѧаше|2ppma----i:творите|2spma----i:твори,творї|3spia----i:творить,творитъ|-pppama-wi:творѧщая,творѧщаѧ|-supama-si:творѧшь|3saia----i:твори|-sspamn-si:творилъ|-sppamn-si:творяще|-pppama-si:творѧща|-pppamd-wi:творѧщимъ|-pppamg-wi:творѧщих|---u--a--i:творитъ|-ppppna-wi:творимаꙗ|1spia----i:творю|2spia----i:твориши|-sppamn-wi:творѧи,творяи|-sspafn-si:творила|-sppann-si:творяще|1ppia----i:творимъ|-sppamd-si:творꙗщю,творѧщю|-pppamd-si:творꙗщемъ,творѧщемъ|-sppamg-si:творѧща,творꙗща|-spppna-si:творимо|-puppmn-si:творени|-suppnn-wi:твореное|-sppamg-wi:творѧщааго|-spppnn-wi:творимое|-sppamd-wi:творѧщемꙋ|-pspamn-si:творили|2ppia----i:творите|-pppaml-wi:творѧщихъ|-ppppnd-si:творимомъ|-ppppmd-si:творимомъ|2dpma----i:творита|-sppafn-si:творѧщи;творити,творить,творит,твори,творитї
2250308;ихъ же;иже;Pr;-p---ng--i;-s---fg--i:неяже,неꙗже,неѧже|-s---fn--i:яже,иже,Яже,ꙗже|-s---nn--i:ѥ же|-s---ng--i:негоже,ѥго же|-s---na--i:не же|-s---nd--i:немуже,ѥмѹ же|-p---mn--i:иже,Иже,яже|-p---ml--i:нихъ же|-s---mn--i:иже,Иже,ИЖЕ,ꙇже|-p---ma--i:нѧже|-s---fa--i:ню же|-s---fl--i:неи же,нѥи же|-p---nn--i:яже,ꙗже|-s---mg--i:него же|-s---ml--i:нем꙽ же,немь же|-s---md--i:ему же,єму же|-s---ni--i:имьже|-d---fg--i:неюже|-p---na--i:нѧже|-p---md--i:имʼ же|-d---mg--i:еюже|-d---mn--i:яже|-p---fi--i:имиже|-p---fn--i:яже,ꙗже|-s---mi--i:нимь же|-d---fn--i:иже|-s---ma--i:яже,иже|-p---fd--i:имъже|-s---fi--i:ѥюже,еюже|-s---nl--i:нем꙽ же|-p---fg--i:них꙽же|-p---ni--i:ими же|-p---nl--i:них꙽же|-s---fd--i:нее же|-p---nd--i:им꙽же;ихъже,ꙇхже,ихже,ихъ же
2250310;хотѧше;хотѣти;V-;3siia----i;3spia----i:хощеть,хочеть,хѡщеть,хощетъ,хочетъ,хъчьть,хочете,хоцьть|-pppafg-wi:хотѧщихъ|-pppamn-si:хотѧще,хотѧче,хотѧща|-sppamn-si:хотиѧ|1ppia----i:хочмеъ,хочемъ,хощемъ,хотимъ,хоцемъ|3ppia----i:хотѧть,хотꙗть,хотятъ,хотять|--pna----i:хотѣти,хотѣть|1spia----i:хочю,хощю,хощу,хощꙋ,хощѹ,хоцю,хочѹ,хоцѫ,Хощу|2ppia----i:хочете,хощете,хотите|2spia----i:хощеши,хочеши,хощешь,хочешь,хочешъ,хоцьши|-sppafn-si:хотѧщи,хотꙗщи|3piia----i:хотѧхуть|-sspamn-si:хотѣлъ,хотелъ,хотело|-supamn-si:хотѣвъ|3saia----i:хотѣ|-sppamn-wi:хотѧи|-sppamd-si:Хотѧщю,хотѧщю,хотꙗщю,хотѧщꙋ|-pspamn-si:хотѣли,хотели|2dpia----i:хочета|1paia----i:хотѣхом|3paia----i:хотѣша|1saia----i:хотѣхъ|-dppamn-si:хотѧща,хотꙗща|-pppamd-wi:хотѧщимъ|1siia----i:хотѧх|-pupamd-wi:хотѣвшим|-pppafn-si:хотяще|-sppamg-si:хотꙗща|-sppamd-wi:хотꙗщюѹмѹ|-pppang-wi:хотꙗщихъ|-pppamd-si:хотꙗщемъ,хотѧщемъ|-dppamd-si:хотѧщема|-pppama-si:хотѧща|-sppama-wi:хотѧщїи|-sppafa-wi:хотѧщюю;хотѧше,хотѧшеть,хотяше,хотꙗше,хотѧаше,хотяшеть,хотяаше
2250311;а;а;C-;---------n;no distractor;а
2250312;не;не;Df;---------n;no distractor;не
2250313;свѣршениемъ;съвьршение;Nb;-s---ni--i;no distractor;свѣршениемъ
2250314;творити;творити;V-;--pna----i;3ppia----i:творѧть,творѧтъ,творятъ|3piia----i:творꙗахѹть|-pppamn-si:творѧще,творѧче,творꙗще|1saia----i:творихъ|3siia----i:творꙗаше,творѧаше|2ppma----i:творите|2spma----i:твори,творї|3spia----i:творить,творитъ|-pppama-wi:творѧщая,творѧщаѧ|-supama-si:творѧшь|3saia----i:твори|-sspamn-si:творилъ|-sppamn-si:творяще|-pppama-si:творѧща|-pppamd-wi:творѧщимъ|-pppamg-wi:творѧщих|---u--a--i:творитъ|-ppppna-wi:творимаꙗ|1spia----i:творю|2spia----i:твориши|-sppamn-wi:творѧи,творяи|-sspafn-si:творила|-sppann-si:творяще|1ppia----i:творимъ|-sppamd-si:творꙗщю,творѧщю|-pppamd-si:творꙗщемъ,творѧщемъ|-sppamg-si:творѧща,творꙗща|-spppna-si:творимо|-puppmn-si:творени|-suppnn-wi:твореное|-sppamg-wi:творѧщааго|-spppnn-wi:творимое|-sppamd-wi:творѧщемꙋ|-pspamn-si:творили|2ppia----i:творите|-pppaml-wi:творѧщихъ|-ppppnd-si:творимомъ|-ppppmd-si:творимомъ|2dpma----i:творита|-sppafn-si:творѧщи;творити,творить,творит,твори,творитї
2250315;повелѣваемая;повелѣвати;V-;-ppppna-wi;3siia----i:повелѣвааше|2ppma----i:повелѣваите|3spia----i:повелеваетъ|1spia----i:повелеваю|-dppamn-si:повелѣвающа|2ppia----i:повѣлеваете;повелѣваемая
2250316;ѿ;отъ;R-;---------n;no distractor;ѿ,от
2250317;него;и;Pp;3s---mg--i;3p---ml--i:нихъ,нихʼ,них҃|3p---md--i:им же|3s---ma--i:нь,не,и҃|3s---md--i:емоу,нему,нѣму,немѹ,нѥмѹ,немȣ,нѥмо,немꙋ,ѥмоу,нѣмѹ,нѣмꙋ|3s---mi--i:нимъ,немъ,нимь,нїмь,ним꙽,дним,нимо|3p---fa--i:нѣ|3s---na--i:е же|3p---mg--i:нихъ,нїхъ,нихʼ|3p---ma--i:ихъ|3s---fl--i:неи,ней,нѥи,нѣи|3s---fi--i:нею,нѣю,нѥю|3p---mi--i:ними.|3p---fg--i:нихъ|3p---ng--i:ихъ|3d---ma--i:нѧ|3d---md--i:нима|3s---fg--i:нея,неꙗ,неѣ,нее,нѥꙗ,неи|3s---fa--i:ню|3s---fd--i:неи,нѥи|3s---ml--i:немь,немъ,нѣмь,нѣмъ,ньмь,нѥмь,немʼ,нем҃|3d---mi--i:нима|3d---mg--i:нее,нею|3p---fl--i:нихъ|3s---ni--i:имь,имъ|3p---fd--i:нимъ|3p---fi--i:ними|3p---nl--i:нихъ|3p---na--i:ѧ,ꙗ|3s---nl--i:немъ,немь,нѥмь|3p---nd--i:нимъ|3p---ni--i:ими|3s---nd--i:емѹ;его,него,их,ѥго,нѣго,нево,ево,ѥгѡ,негѡ,ѥ,егѡ,нѣво,нѥго,єго,нег,єг,ег,ѥ]го,е
2250318;та;тыи;Pd;-p---nn--i;-s---nn--i:тое|-s---ma--i:той,тои,тꙑи|-p---mg--i:тѣхъ,тыхъ,тьхъ,тех҃|-p---mn--i:тыя,тые,тїи,тѣе,Тіи|-s---ni--i:тѣмь,тѣмъ,темъ,тѣмʼ,темь|-s---mg--i:того,тово,тогѡ,тог҃,тг҃о,Того|-s---nd--i:ткомоу|-s---ng--i:того,тово,тогѡ|-s---na--i:тое,тоє|-p---ma--i:тыꙗ,тыи|-s---mi--i:тѣмь,тѣмъ,темъ,тымъ,тымь|-p---md--i:тѣмъ,тѣмь,тѣ҃м,темь|-p---mi--i:тѣми,теми,тыми,Тѣми|-s---fl--i:тои,той|-s---fd--i:тои,той,тѡи,тъй|-p---fg--i:тѣхъ,техъ,тихъ|-s---mn--i:тои,теи,Тъй|-p---fl--i:тѣхъ|-s---nl--i:томъ,томь,тѡмь,тѡмъ,томо|-s---md--i:томоу|-p---nl--i:тѣхъ|-s---ml--i:томъ,томь,тѡмь,томо|-s---fg--i:тоя,тои,тое,тоѣ,тоѧ,тоꙗ,тоє,тоѥ|-s---fa--i:тую,тѹю|-p---fn--i:тѣе|-p---ni--i:тѣми|-p---ng--i:тѣхъ|-p---fa--i:тоѧ|-d---mg--i:тою|-s---fi--i:тою|-p---ml--i:тѣхъ,тыхъ|-p---fd--i:тѣмъ|-p---nd--i:тѣм|-p---fi--i:теми,тѣми|-d---md--i:тѣма|-d---nl--i:тию;та,тѣ
2250319;же;же;Df;---------n;no distractor;же
2250320;всѧ;вьсь;Px;-p---nn--i;-s---fd--i:вьсеи,все и|-s---na--i:вьсе,вохо|-p---fn--i:вси,всѣ,все|-s---fa--i:вьсю,въсю|-s---nn--i:вьсе|-p---ml--i:всѣхъ|-p---mi--i:вьсѣми|-s---ma--i:весь,вьсь,весъ,въсь|-p---md--i:вьсѣмъ|-p---mg--i:вьсѣхъ|-s---ni--i:вьсѣмь|-s---mn--i:весь,вьсь|-s---nl--i:вьсемь|-p---fd--i:вьсѣмъ|-p---ng--i:вьсѣхъ|-p---fg--i:вьсѣхъ|-s---mg--i:вьсего|-p---ni--i:всѣми|-p---fl--i:всѣхъ|-s---ng--i:вьсего|-s---md--i:въсемѹ,всѣмоу,всемоу,Всемоу|-p---nl--i:вьсѣхъ|-s---fl--i:всеи,всѣи,всей|-s---fi--i:вьсею|-s---nd--i:всему,всѧмѹ,всемѹ,всѣмѹ,всемꙋ|-s---mi--i:всѣмъ|-s---ml--i:вьсемь|-p---nd--i:вьсѣмъ|-p---fi--i:вьсѣми;всѧ,всꙗ,Всѧ,всѣ,вся,вьсꙗ,вьсѧ,вься
2250321;ѡслаблениемъ;ослабление;Nb;-s---ni--i;no distractor;ѡслаблениемъ,ослаблениемъ
2250322;б҃жиимъ;божии;A-;-s---nipwi;-s---fnpsi:бж҃ья,бж҃їѧ,божїѧ,бж҃ия,б҃жиꙗ,бж҃иꙗ,б҃жїѧ|-s---mgpsi:бж҃ья,бж҃їѧ,бж҃ия,бж҃иꙗ,божиꙗ,б҃жїа,б҃жїѧ,б҃жия,Божіа|-s---ngpsi:бж҃їѧ,божїѧ,б҃жїа,бж҃ья|-p---napti:б҃жья|-p---nnpsi:б҃жья,божия|-s---fgpti:б҃жьи|-s---fnpti:б҃жья,бж҃иꙗ|-s---fapsi:б҃жью,бж҃ью,бж҃ию,бж҃їю,божию,б҃жию,божїю,б҃жїю,Божію|-s---nipti:бьжмь|-s---nlpsi:б҃жьѣ,б҃жьи,бж҃їи,б҃жии,бж҃ии|-s---napti:б҃жье|-s---mnpwi:б҃жии,Божий,бж҃їи,божии,бж҃ии,б҃жїи|-s---mdpsi:б҃жью,бж҃їю,божию,бж҃ию,бж҃ꙇю,б҃жию|-s---nnpti:б҃жье|-s---ndpti:б҃жью|-s---mlpsi:б҃жьи,бж҃їи,божїи,бж҃іи|-s---napsi:бж҃ье,бж҃їе,бж҃ие,б҃жиѥ,бж҃иѥ,б҃жїе|-p---fipwi:б҃жьими|-s---mipwi:бж҃ьимь,бж҃ьимъ,б҃жїимъ|-s---ndpsi:бж҃ью,бж҃їю,божию,бж҃ию|-s---fapwi:бж҃ью|-s---fapti:бж҃ью|-d---fapti:бж҃ии|-d---fapwi:бж҃ии|-s---fipti:бж҃ьею,бж҃їею,бж҃иею,б҃жиѥю,бж҃иѥю,божиѥю,б҃жїею|-s---mapwi:бж҃ии,бж҃їи,божии,б҃жїи|-s---fdpwi:б҃ии|-s---nnpwi:б҃ие|-s---fgpwi:Божия,бж҃ьи,б҃жїа|-s---flpti:бж҃їи,бж҃ии,б҃жїи,б҃жии|-p---fdpwi:бж҃їимъ,б҃жїимъ|-p---mapsi:божии|-s---nipsi:б҃жиѥмь|-s---mipsi:бж҃иѥмь|-s---fdpti:бж҃їи|-p---mnpti:бж҃їи,б҃жїи|-p---mnpwi:бж҃їи|-p---flpwi:бж҃їих|-s---nnpsi:бж҃ие҃|-p---mgpwi:божїихъ|-s---mipti:бж҃їим|-s---fnpwi:б҃жїа,божеꙗ|-p---mlpwi:бж҃ьихъ|-s---mnpti:б҃ии|-p---ngpwi:б҃жиии|-p---fapsi:бж҃иꙗ,б҃жїѧ|-p---mipsi:бж҃ии|-p---fapwi:б҃жїа,б҃жїѧ|-p---fgpwi:б҃жїихъ|-s---fgpsi:б҃жїа,божїа,бж҃їѧ|-s---fdpsi:б҃ожьи|-s---fipsi:бж҃ию|-p---napsi:бж҃їѧ|-p---mdpwi:бж҃їимъ|-s---mapsi:бж҃їи|-s---ngpwi:бь҃яго|-s---mnpsi:бж҃и|-p---nnpwi:божия|-s---flpwi:б҃жии|-p---napwi:б҃ия|-s---fipwi:бж҃иѥю;бж҃иимь,б҃ьимь,бж҃їимъ,бжїим,бжїимъ,бжїимь,бж҃иим,б҃жїим,б҃жїимъ,б҃жиимъ,бж҃ьимъ,бж҃ьим,бжиимь,бьимь,бжиимъ,бжиим,бжьимъ,бжьим
2250323;и;и;C-;---------n;no distractor;и
2250324;творениемь;творение;Nb;-s---ni--i;no distractor;творениемь
2250325;бѣсовьскымъ;бѣсовьскыи;A-;-s---nipwi;-p---napwi:бѣсовьская|-p---fnpwi:бѣсовьскыя,бесовъскїѧ,бесовьскыѧ|-s---napwi:бѣсовьскоѥ,бѣсовьское|-s---nnpwi:бѣсовьское|-s---fnpwi:бѣсовьская|-p---nnpwi:бѣсовьская|-p---fipwi:бѣсовьскыми|-s---napsi:бѣсовьско|-s---ngpwi:бѣсовьскаго,бесовьскаго|-s---ndpwi:бѣсовьскому|-s---ndpsi:бѣсовьску|-p---fgpwi:бѣсовьскых,бесовскихъ|-p---mnpwi:бѣсовскїѧ,бесовскїе|-p---fapwi:бесовьскїѧ|-s---fgpwi:бѣсовьскыꙗ,бесовьскыѧ|-p---mgpwi:бесовьских|-s---fapwi:бѣсовьскѹю|-p---ngpwi:бѣсовьскыихъ|-p---mapwi:бесовьскыѧ;бѣсовьскым,бѣсовским,бѣсовьскымь,бесовьским,бѣсовьскымъ
2250326;бываеть;бывати;V-;3spia----i;3siia----i:бывааше|3piia----i:бываахѹ|3ppia----i:бывають,бываютъ|--pna----i:бываати|-sspann-si:бывало|3saia----i:бывали|-sspafn-si:бывала|-ppppng-wi:бываемых|2ppma----i:бываите|-pspamn-si:бывали|-sspamn-si:бывалъ|-pspafn-si:бывали|-pppamd-wi:бывающимъ|-sppamn-si:бываѧ|-sppanl-wi:бывающем|-spppng-wi:бываемаго|-spppnd-wi:бываемѹ|-spppnn-si:бываемо|-pppamn-si:бывающе|-ppppmg-wi:бываемых|-sppamg-wi:бывающаго;бываеть,бываѥт,бываѥть,бываетъ,бывает,бꙑваѥть
2250327;таковыми;таковыи;A-;-p---fipwi;-s---fgpwi:таковыя,таковыѧ,таковыꙗ|-p---mnpwi:таковии,таковїи|-p---fapwi:таковыя,таковыѧ|-s---fapsi:такову,таковѹ,таковꙋ|-p---fnpwi:таковыя|-p---mlpwi:таковыихъ|-s---ngpwi:таковааго|-p---napwi:таковаꙗ,таковаѧ,таковая|-s---napwi:таковоѥ,такавоѥ,таковое|-p---mgpwi:таковыихъ|-s---nnpsi:таково|-s---mgpsi:такова,таково,токава|-s---ngpsi:такова|-s---fnpwi:таковаѧ,таковая|-s---mapsi:таковъ|-s---mnpwi:таковыи,таквоыи|-p---fnpsi:таковы|-s---napsi:таково|-s---fnpsi:такова,Такова|-p---ngpwi:таковыихъ|-s---mnpsi:таковъ|-s---fapwi:таковую,таковѹю,таковꙋю|-p---fgpwi:таковых|-p---nnpsi:таковы|-s---nnpwi:таковое,таковоѥ|-s---mgpwi:таковааго|-p---mdpwi:таковымъ,таковымʼ|-s---nlpwi:таковѣмь|-s---flpwi:таковѣи|-s---ndpwi:таковѹѹмѹ|-s---mapwi:таковыи|-s---mipwi:таковыимь|-s---mdpwi:таковомꙋ,таковомѹ|-p---mapwi:таковііѧ|-s---fipti:таковою|-p---fdpwi:таковымъ|-s---nipwi:таковым;таковыми
2250328;вещьми;вещь;Nb;-p---fi--i;-s---fn--i:вещь,вещъ|-s---fg--i:вещи,вѣщи|-p---fa--i:ВЕЩИ,вещи,вѣщи|-p---fl--i:вѣщехъ|-s---fa--i:вещь|-p---fn--i:вещи|-p---fg--i:вещеи;вещʼми,вещьми,вещъми
2250329;искушати;искушати;V-;--pna----i;-sppamn-si:искушая,искѹшаѧ,искѹшаꙗ|3siia----i:искѹшашети|2spia----i:искꙋшаеши;искушати
2250330;сѧ;себе;Pk;3s---qa--i;no distractor;сѧ,с,стѧ,ся,ца,сиѧ,са,сꙗ,сї,ц,ця,cꙗ,с꙽ѧ,шь,се,с҃,сь,стя,сия,си,cя,с꙽я
2250331;нашея;нашь;Ps;1s---fg--i;1s---fn--i:наша|1s---mn--i:нашь,н҃шь,нашъ,нш҃ь|1s---nd--i:нашему,нашемѹ|1s---md--i:нашему,нашемѹ,нашемꙋ|1s---fl--i:нашеи|1p---mn--i:наши,нашї,н҃ша|1s---ng--i:нашего,нашева|1s---nn--i:наше|1p---nn--i:наша,н҃ша|1p---ma--i:наши,наша,н҃ши,н҃ша,нш҃а,нашѣ|1s---ma--i:нашь|1p---mg--i:нашихъ,нашего,н҃шихъ,наших҃|1s---mg--i:нашего,нашегѡ|1s---fa--i:нашю,нашу,н҃шю,нашѹ,нашꙋ|1p---nd--i:нашим|1p---ml--i:нашихъ|1p---fd--i:нашимъ|1s---ml--i:нашемь|1s---na--i:наше,нашѣ|1d---mn--i:наша|1p---md--i:нашимъ,нашимь,н҃шимъ|1p---mi--i:нашими,нашимы|1p---ng--i:наших|1d---nn--i:наши|1p---na--i:наша,н҃ша|1d---fa--i:наши|1p---nl--i:наших|1p---fa--i:наша,нашѣ|1p---fl--i:нашихъ|1s---nl--i:нашемъ|1s---fd--i:нашей,нашеи|1p---pn--i:наши|1d---nl--i:нашу|1s---fi--i:нашею|1s---mi--i:нашимь|1s---ni--i:нашимъ|1p---fi--i:нашими|3s---ni--i:нашимъ;нашея,нашеꙗ,нашеѧ,нашеи,н҃шеи,ншеи
2250332;преславныя;прѣславьныи;A-;-s---fgpwi;-s---mlpwi:преславьнѣмь|-s---napwi:прѣславьноѥ|-s---napsi:преславно|-s---ngpsi:преславна|-p---napsi:преславна|-p---fapwi:преславныа|-p---nipwi:преславными|-s---fapsi:преславнꙋ|-p---fipwi:преславными|-s---nlpwi:преславнѣм|-s---mgpwi:преславнаго;преславьныꙗ,преславныя,преславьныя
2250333;вѣры;вѣра;Nb;-s---fg--i;-s---fa--i:вѣру,вѣрѹ,вѣрꙋ,вѣрѫ|-s---fd--i:вѣрѣ,вѣре|-s---fl--i:вѣрѣ,вѣре,вр҃ѣ|-s---fn--i:вѣра|-p---fl--i:вѣрахъ|-s---fi--i:вѣрою,верою|-p---fg--i:вѣръ;вры,вѣры,веры
2250334;аще;аще;G-;---------n;no distractor;аще
2250335;тверда;твьрдыи;A-;-s---fnpsi;-s---mapsi:твердъ|-p---mapsi:тверды|-s---nnpsi:твердо|-s---mipsi:твьръдъмь|-s---fapsi:твьрьдѹ|-s---fncwi:твердѣишаѧ|-s---mnpwi:твердыи|-s---mgpwi:твердаго|-s---napwi:твер꙽дое|-s---mnpsi:твьрдъ,твердъ|-s---fipti:твердою;тверда
