2249594;извѣсти;извѣстити;V-;3saia----i;3paia----i:ꙇзвѣстиша|-sspamn-si:извѣстилъ|--pna----i:извѣстити
2249595;и;и;C-;---------n;no distractor
2249596;дасть;дати;V-;3saia----i;3paia----i:даша|3siia----i:дадѧшеть|3ppia----i:дадоуть|-sspamn-si:далъ|1spia----i:дамъ,дамь|2ppma----i:дадите|1saia----i:дахъ|--pna----i:да[т]и|2spma----i:даждь|3piia----i:дадѧху|3spma----i:дажь|1dpia----i:давѣ|-supamn-si:давъ|-supamg-wi:давъшаго,дав꙽шаго|2ppia----i:дадите|-suppfn-si:дана|2spia----i:дашъ,даси|-suppnn-si:дано,данѡ|-pppamn-si:дадуче,дадѹще,дадѹце|-pspamn-si:дали|-sspafn-si:дала|-puppmn-si:даны|-sppamn-si:дада|-sppamn-wi:дадыи|1ppia----i:дадимъ|-suppmd-wi:дав꙽шемѹ|-puppfn-si:даны|1paia----i:дахомъ|-supafn-si:давши|-pppamd-wi:дадущимъ|-sppamd-si:дадущю,дадучю|-pupamn-si:давше
2249597;нашимъ;нашь;Ps;1s---ni--i;1s---fn--i:наша|1s---mn--i:нашь,н҃шь,нашъ,нш҃ь|1s---nd--i:нашему,нашемѹ|1s---md--i:нашему,нашемѹ,нашемꙋ|1s---fl--i:нашеи|1p---mn--i:наши,нашї,н҃ша|1s---fg--i:нашея,нашеꙗ,нашеѧ,нашеи,н҃шеи|1s---ng--i:нашего,нашева|1s---nn--i:наше|1p---nn--i:наша,н҃ша|1p---ma--i:наши,наша,н҃ши,н҃ша,нш҃а,нашѣ|1s---ma--i:нашь|1p---mg--i:нашихъ,нашего,н҃шихъ,наших҃|1s---mg--i:нашего,нашегѡ|1s---fa--i:нашю,нашу,н҃шю,нашѹ,нашꙋ|1p---nd--i:нашим|1p---ml--i:нашихъ|1s---ml--i:нашемь|1s---na--i:наше,нашѣ|1d---mn--i:наша|1p---fg--i:нашиихъ|1p---mi--i:нашими,нашимы|1p---ng--i:наших|1d---nn--i:наши|1p---na--i:наша,н҃ша|1d---fa--i:наши|1p---nl--i:наших|1p---fa--i:наша,нашѣ|1p---fl--i:нашихъ|1s---nl--i:нашемъ|1s---fd--i:нашей,нашеи|1p---pn--i:наши|1d---nl--i:нашу|1s---fi--i:нашею|1s---mi--i:нашимь|1p---fi--i:нашими
2249598;словомъ;слово;Nb;-s---ni--i;-p---na--i:словеса|-s---nn--i:слово|-s---na--i:слово,словѡ|-s---ng--i:словесе|-p---nn--i:словеса|-p---ni--i:словесы,словеси|-p---ng--i:словесъ|-p---nl--i:словесѣхъ|-s---nd--i:словеси|-p---nd--i:словесем|-s---nl--i:словеси|-s---nv--i:слове
2249599;мы;мы;Pp;1p---mn--i;1p---ml--i:насъ|1p---md--i:намъ,Намъ,нам꙽,намо|1p---mi--i:нами|1p---qd--i:намъ|1p---qg--i:насъ|1p---ma--i:насъ|1p---qa--i:ны|1p---mg--i:насъ,нас҃,насо|1p---fd--i:намъ
2249600;же;же;Df;---------n;no distractor
2249601;клѧхом;кляти;V-;1paia----i;3ppia----i:кленут|-suppmn-si:клѧть|1saia----i:клѧхъ|3saia----i:клѧ|-pppama-wi:кленущая|-pppamn-wi:кленущии|2ppma----i:клените|--pna----i:клѧти|1spia----i:клену|3spia----i:кленетьт|-pppama-si:кленѹща|-pppamn-si:иьнѹще|3paia----i:клѧша|-pupamn-si:клѣнше
2249602;сѧ;себе;Pk;3s---qa--i;no distractor
2249603;къ;къ;R-;---------n;no distractor
2249604;цсрю;цѣсарь;Nb;-s---md--i;-s---mg--i:цесарѧ|-s---ml--i:цр҃и,ц҃ри,црси,цр҃ѣ,ц҃рѣ|-s---mn--i:ц҃срь|-s---mi--i:цсремъ|-p---md--i:цc҇ремъ|-p---mi--i:ц҃ри,ц҃рі|-s---mv--i:ц҃рю,цр҃ю|-d---mn--i:цесарꙗ|-d---md--i:ц҃рма|-p---mn--i:црсве|-p---mg--i:цр҃еи,цcрвъ,цсрвъ,ц҃реи|-d---ma--i:цc҇рꙗ|-p---ml--i:цр҃ѣхъ,црсихъ|-d---mi--i:цсрема
2249605;вашему;вашь;Ps;2s---md--i;2s---mn--i:вашь|2s---mg--i:вашего|2s---nn--i:ваше|2p---na--i:ваша|2s---ng--i:вашего|2s---fn--i:вашьа|2s---ma--i:вашь,ваша|2p---mn--i:ваши|2p---mi--i:вашими|2s---fa--i:вашю,ваша,вашу|2p---ma--i:ваша,вшаа,вашѣ,ваши|2p---mg--i:вашихъ|2p---fg--i:вашихъ|2s---na--i:ваше|2d---ni--i:вашима|2s---fi--i:вашею|2s---ni--i:вашимъ|2p---fa--i:ваша|2p---ml--i:вашихъ|2p---nn--i:ваша|2s---fd--i:вашеи|2s---fg--i:вашея|2p---nd--i:вашимъ|2p---fd--i:вашимъ|2s---nl--i:вашемъ,вашемь|2p---fn--i:ваша|2s---fl--i:вашеи|1s---mg--i:вашег|2s---ml--i:вашемъ|2p---ng--i:вашихъ
2249606;иже;иже;Pr;-s---mn--i;-s---fg--i:неяже,неꙗже,неѧже|-s---nn--i:ѥ же|-s---ng--i:негоже,ѥго же|-s---na--i:не же|-s---nd--i:немуже,ѥмѹ же|-p---mg--i:нихъ же|-p---ml--i:нихъ же|-s---fa--i:ню же|-s---fl--i:неи же,нѥи же|-p---nn--i:яже,ꙗже|-s---mg--i:него же|-s---ml--i:нем꙽ же,немь же|-s---md--i:ему же,єму же|-s---ni--i:имьже|-d---fg--i:неюже|-p---na--i:нѧже|-p---md--i:имʼ же|-p---ng--i:ихъ же|-d---mg--i:еюже|-d---mn--i:яже|-p---fi--i:имиже|-p---fn--i:яже,ꙗже|-s---mi--i:нимь же|-p---fd--i:имъже|-s---fi--i:ѥюже,еюже|-s---nl--i:нем꙽ же|-p---fg--i:них꙽же|-p---ni--i:ими же|-p---nl--i:них꙽же|-s---fd--i:нее же|-p---nd--i:им꙽же
2249607;ѿ;отъ;R-;---------n;no distractor
2249608;б҃а;богъ;Nb;-s---mg--i;-s---mn--i:«Богь|-s---md--i:богови,бг҃ови|-s---mv--i:боже,бѕ҃ѣ,бж҃е|-p---ma--i:б҃ы|-p---md--i:бгм҃ь|-p---mn--i:б҃зи,бз҃и,бози|-s---mi--i:бъгъмь,бг҃омъ,бго҃мъ,б҃гомъ|-s---ml--i:бз҃ѣ,боѕѣ,бозѣ,бѕ҃ѣ,б꙽зѣ,б҃зѣ|-p---mg--i:б҃овъ|-s---ma--i:б҃ъ
2249609;суще;быти;V-;-pppamn-si;3spia----i:есть,етсь,ѥсть,естъ,есте|-pppamd-wi:сѹщиимъ|3saia----i:бысть,бꙑсть,быстъ,быстʼ|3ppia----i:бдуть,соуть|3siia----i:будѧше,бѧшеть,бѹдꙗше,бѹдѧше,бꙋдѧше,бяшетъ,Бяшеть|-pppama-wi:сущая,сѹщаѧ|3pfia----i:боудоуть|-supamn-si:бывше|3piia----i:бѣахѹть|3paia----i:быша,бꙑша|-sspamn-si:былъ,был꙽,бꙑлъ,бꙑло,бꙑле|--pna----i:быти,бꙑти,быть,Быти|3diia----i:бѧста,бѣста,беста|1piia----i:бѧхомъ|-pspann-si:была,были|-sppafd-wi:сущеи,сѹщеи|-sppamg-si:соуща|1spia----i:ес꙽мь,есемо,есьмь,есьмъ|3spma----i:буди,бѹди,бѹдь,бꙋди|3daia----i:быста,бѣста,бꙑста|3sfia----i:боудеть,боудетъ,боудѣте,боудѣть,боудѣтѣ|-supafd-si:бывъши|-supanl-wi:бывшемъ|-supang-wi:бывшаго|-sfpama-wi:будущии,будущїи,бѹдѹщии,бѹдѹщиї|-sfpamn-wi:будущии|-pppamg-wi:сѹщиихъ|1ppia----i:ес꙽мы|-pfpama-wi:будущая|2spia----i:бѹдеши,бѹдьше|1paia----i:быхомъ,быхъмъ|2ppia----i:есте,ѥсте,естя,єсте|-pupamn-si:бывъше|-sppafa-si:сущю,сѹщю,сѹщȣ,сѹщѹ|-supafn-si:бывши|1sfia----i:буду,бѹдѹ|2spma----i:буди,бѹди,бꙋди|-sppafn-si:соущи|-pupana-wi:бывшая|1pfia----i:будемъ|-sspafn-si:была|-pspamn-si:были,Были|2paia----i:бысте,бѣсте|-sppang-wi:сущаго,сѹщаго|2dfia----i:будета|3dpia----i:еста,ѥста|2sfia----i:бѹдеш]и|-pupamd-wi:бывшимъ|-supamd-si:бывъшю,быв꙽шѹ|-sppamn-wi:соущїи|-sspann-si:был҃о|-supana-wi:бывъшеѥ|-supafa-si:бывшю,бывши|-pppama-si:суща,сѹща|-pppamd-si:сущемъ,сѹщемъ|-sppamd-si:сущю,сѹщю,сущу,сѹщѹ,сѹщȣ,сꙋщꙋ,сѹщꙋ|1saia----i:быхъ,бѧхъ,бꙑхо|2daia----i:быста|-dppamn-si:суща|2dpia----i:еста,ѥста|-sppafa-wi:сущюю|-sppama-si:сущи,сѹщь|-sppand-si:соущꙋ|2pfia----i:боудѣте|1dpia----i:есвѣ,есвҍ|1siia----i:бѣхъ|1dfia----i:будевѣ,бѹдевѣ|-pspafn-si:были|-supand-si:бывъшю,быв꙽шѹ|-sppamg-wi:сѹщааго|-pppamn-wi:соущїи|-pppami-wi:сѹщиими|-sfpamg-wi:бѹдѹщаго|-dppamg-si:сѹщю|-dupamg-si:бывъшю|2saia----i:бысть|2ppma----i:будѣте|-sfpaml-wi:бѹдѹщемъ|-pppann-wi:сущие|-sppann-wi:сущее|-supamn-wi:бывыи,бывьї|-sppamn-si:сѹщь,буда|-supamg-si:бывъша|2siia----i:бѣ|-pppaml-wi:сѹщиихъ|-sppann-si:сѹще|-pppana-si:сѹща|-sppafn-wi:сѹщаꙗ,сѹщаѧ|-sppana-si:сѹще|-pppang-wi:сѹщиихъ,бѹдꙋщих|-sppama-wi:сѹщии|-pppana-wi:соущаѧ|-pppand-si:сѹщемъ|-sppamd-wi:сѹщюѹмѹ|-pupamn-wi:бывъшеи|1ppma----i:бѹдѣмъ|-pupamd-si:бывъшемъ|-sppang-si:сѹща|-dppamd-si:сѹщема|-pupamg-wi:бывъшиихъ|-pppafd-wi:соущимъ|-supafa-wi:бывшꙋю,бывшюю|-supamg-wi:быв꙽шаго|-sfpang-wi:бѹдꙋщаго|-pfpann-wi:бѹдѹщаѧ|-supann-wi:быв꙽шее|-pfpand-wi:бѹдꙋщим|-sfpana-wi:бѹдꙋщее|-pfpana-wi:бѹдꙋщаѧ,будущая|-pupang-wi:быв꙽шихъ|-sppana-wi:сѹщее|-pupama-wi:быв꙽шаѧ|-dspamn-si:была|-supama-wi:бывшии|-pppann-si:суща|-dupamg-wi:бывшею|-supang-si:бывша
2249610;яко;яко;Df;---------n;no distractor
2249611;б҃иие;божии;A-;-s---nnpsi;-s---fnpsi:бж҃ья,бж҃їѧ,божїѧ,бж҃ия,б҃жиꙗ,бж҃иꙗ,б҃жїѧ|-s---mgpsi:бж҃ья,бж҃їѧ,бж҃ия,бж҃иꙗ,божиꙗ,б҃жїа,б҃жїѧ,б҃жия,Божіа|-s---ngpsi:бж҃їѧ,божїѧ,б҃жїа,бж҃ья|-p---napti:б҃жья|-p---nnpsi:б҃жья,божия|-s---fgpti:б҃жьи|-s---fnpti:б҃жья,бж҃иꙗ|-s---fapsi:б҃жью,бж҃ью,бж҃ию,бж҃їю,божию,б҃жию,божїю,б҃жїю,Божію|-s---nipti:бьжмь|-s---nlpsi:б҃жьѣ,б҃жьи,бж҃їи,б҃жии,бж҃ии|-s---napti:б҃жье|-s---mnpwi:б҃жии,Божий,бж҃їи,божии,бж҃ии,б҃жїи|-s---mdpsi:б҃жью,бж҃їю,божию,бж҃ию,бж҃ꙇю,б҃жию|-s---nnpti:б҃жье|-s---ndpti:б҃жью|-s---mlpsi:б҃жьи,бж҃їи,божїи,бж҃іи|-s---napsi:бж҃ье,бж҃їе,бж҃ие,б҃жиѥ,бж҃иѥ,б҃жїе|-p---fipwi:б҃жьими|-s---mipwi:бж҃ьимь,бж҃ьимъ,б҃жїимъ|-s---ndpsi:бж҃ью,бж҃їю,божию,бж҃ию|-s---fapwi:бж҃ью|-s---fapti:бж҃ью|-d---fapti:бж҃ии|-d---fapwi:бж҃ии|-s---fipti:бж҃ьею,бж҃їею,бж҃иею,б҃жиѥю,бж҃иѥю,божиѥю,б҃жїею|-s---mapwi:бж҃ии,бж҃їи,божии,б҃жїи|-s---fdpwi:б҃ии|-s---nipwi:бж҃иимь,бж҃їимъ,б҃жїимъ,б҃жиимъ,бж҃ьимъ|-s---nnpwi:б҃ие|-s---fgpwi:Божия,бж҃ьи,б҃жїа|-s---flpti:бж҃їи,бж҃ии,б҃жїи,б҃жии|-p---fdpwi:бж҃їимъ,б҃жїимъ|-p---mapsi:божии|-s---nipsi:б҃жиѥмь|-s---mipsi:бж҃иѥмь|-s---fdpti:бж҃їи|-p---mnpti:бж҃їи,б҃жїи|-p---mnpwi:бж҃їи|-p---flpwi:бж҃їих|-p---mgpwi:божїихъ|-s---mipti:бж҃їим|-s---fnpwi:б҃жїа,божеꙗ|-p---mlpwi:бж҃ьихъ|-s---mnpti:б҃ии|-p---ngpwi:б҃жиии|-p---fapsi:бж҃иꙗ,б҃жїѧ|-p---mipsi:бж҃ии|-p---fapwi:б҃жїа,б҃жїѧ|-p---fgpwi:б҃жїихъ|-s---fgpsi:б҃жїа,божїа,бж҃їѧ|-s---fdpsi:б҃ожьи|-s---fipsi:бж҃ию|-p---napsi:бж҃їѧ|-p---mdpwi:бж҃їимъ|-s---mapsi:бж҃їи|-s---ngpwi:бь҃яго|-s---mnpsi:бж҃и|-p---nnpwi:божия|-s---flpwi:б҃жии|-p---napwi:б҃ия|-s---fipwi:бж҃иѥю
2249612;здание;зьдание;Nb;-s---nn--i;-p---na--i:зданья|-p---ni--i:зданьи|-s---nl--i:зьдании
2249613;по;по;R-;---------n;no distractor
2249614;закону;законъ;Nb;-s---md--i;-s---ma--i:законъ|-s---mg--i:закона,законѹ,закѡна,ȥакона|-s---mn--i:законъ|-s---ml--i:законѣ,законе|-p---ma--i:законы|-s---mi--i:законом
2249615;и;и;C-;---------n;no distractor
2249616;по;по;R-;---------n;no distractor
2249617;покону;поконъ;Nb;-s---md--i;no distractor
2249618;языка;языкъ;Nb;-s---mg--i;-p---mn--i:языци,язъци,языкы,ꙗзыци,языки,ꙗзыкы|-s---mn--i:языкъ,ꙗзыкъ|-p---ma--i:языкы,языки|-p---mg--i:языкъ|-d---mg--i:языку|-s---ma--i:языкъ,язкыъ,ꙗзыкъ|-s---md--i:языкоу|-s---mi--i:языкомь,языкъмь,языкомъ,ꙗзыкомъ,языкомѣ|-p---mi--i:языки,языкы|-p---ml--i:языцѣхъ|-p---md--i:языкомъ|-s---ml--i:ꙗзыцѣ
2249619;нашег;нашь;Ps;1s---mg--i;1s---fn--i:наша|1s---mn--i:нашь,н҃шь,нашъ,нш҃ь|1s---nd--i:нашему,нашемѹ|1s---md--i:нашему,нашемѹ,нашемꙋ|1s---fl--i:нашеи|1p---mn--i:наши,нашї,н҃ша|1s---fg--i:нашея,нашеꙗ,нашеѧ,нашеи,н҃шеи|1s---ng--i:нашего,нашева|1s---nn--i:наше|1p---nn--i:наша,н҃ша|1p---ma--i:наши,наша,н҃ши,н҃ша,нш҃а,нашѣ|1s---ma--i:нашь|1p---mg--i:нашихъ,нашего,н҃шихъ,наших҃|1s---fa--i:нашю,нашу,н҃шю,нашѹ,нашꙋ|1p---nd--i:нашим|1p---ml--i:нашихъ|1p---fd--i:нашимъ|1s---ml--i:нашемь|1s---na--i:наше,нашѣ|1d---mn--i:наша|1p---md--i:нашимъ,нашимь,н҃шимъ|1p---fg--i:нашиихъ|1p---mi--i:нашими,нашимы|1p---ng--i:наших|1d---nn--i:наши|1p---na--i:наша,н҃ша|1d---fa--i:наши|1p---nl--i:наших|1p---fa--i:наша,нашѣ|1p---fl--i:нашихъ|1s---nl--i:нашемъ|1s---fd--i:нашей,нашеи|1p---pn--i:наши|1d---nl--i:нашу|1s---fi--i:нашею|1s---mi--i:нашимь|1s---ni--i:нашимъ|1p---fi--i:нашими|3s---ni--i:нашимъ
2249620;не;не;Df;---------n;no distractor
2249621;переступати;переступати;V-;--pna----i;no distractor
2249622;ни;ни;C-;---------n;no distractor
2249623;намъ;мы;Pp;1p---md--i;1p---ml--i:насъ|1p---mn--i:мьы|1p---mi--i:нами|1p---qg--i:насъ|1p---ma--i:насъ|1p---qa--i:ны|1p---mg--i:насъ,нас҃,насо|1p---fn--i:мы
2249624;ни;ни;C-;---------n;no distractor
2249625;иному;иныи;Px;-s---md--i;-p---mn--i:инии,иные,ꙇнїи,ꙇные,инїи,иныѧ,иныи,иныꙗ,иныа|-s---mn--i:иной,инои,иныи|-p---ma--i:иные,иныѧ,иныя,инꙑꙗ,иныꙗ|-p---mi--i:инѣми,иными,ынѣми|-p---fl--i:инѣхъ,иныхъ|-s---ng--i:иного,инова|-p---mg--i:инѣхъ,иныхъ,инехъ|-p---fn--i:иные,иныѧ|-s---ma--i:ынои,иной,инои,иныи|-s---na--i:иное,ꙇное|-s---mg--i:иного,иново,иногѡ,инова,ꙇнова|-s---fn--i:инаѧ,ꙇная,инаа,инаꙗ|-p---ml--i:инѣхъ|-p---fg--i:инѣхъ,иныхъ|-p---na--i:инаѧ|-p---md--i:инѣмъ,инымъ,ꙇнымъ|-s---fi--i:иною,ыною|-p---fa--i:иные,иныѧ,иныа|-p---fi--i:инѣми,иными|-d---mn--i:ина|-s---nn--i:иное|-s---fg--i:иноꙗ,инои,иныꙗ,иноѧ,иныѧ,ыноѥ,иное|-s---nl--i:иномъ|-s---fa--i:инѹю,ыную,иную,иноу|-s---ml--i:ыномъ,иномь|-s---mi--i:ынымъ,инѣмь|-p---fd--i:инымъ|-p---ng--i:инѣхъ|-p---ni--i:инѣми|-d---mi--i:инѣма|-s---fd--i:(и)нои|-p---nn--i:ина|-p---nl--i:ыных
2249626;ѿ;отъ;R-;---------n;no distractor
2249627;страны;страна;Nb;-s---fg--i;-s---fn--i:страна|-p---fl--i:с꙽транахъ|-s---fl--i:странѣ|-d---fg--i:страну|-p---fd--i:с꙽транамъ|-p---fg--i:странъ,странʼ|-s---fd--i:странѣ|-d---fd--i:странама,странома|-s---fi--i:страною
2249628;нашея;нашь;Ps;1s---fg--i;1s---fn--i:наша|1s---mn--i:нашь,н҃шь,нашъ,нш҃ь|1s---nd--i:нашему,нашемѹ|1s---md--i:нашему,нашемѹ,нашемꙋ|1s---fl--i:нашеи|1p---mn--i:наши,нашї,н҃ша|1s---ng--i:нашего,нашева|1s---nn--i:наше|1p---nn--i:наша,н҃ша|1p---ma--i:наши,наша,н҃ши,н҃ша,нш҃а,нашѣ|1s---ma--i:нашь|1p---mg--i:нашихъ,нашего,н҃шихъ,наших҃|1s---mg--i:нашего,нашегѡ|1s---fa--i:нашю,нашу,н҃шю,нашѹ,нашꙋ|1p---nd--i:нашим|1p---ml--i:нашихъ|1p---fd--i:нашимъ|1s---ml--i:нашемь|1s---na--i:наше,нашѣ|1d---mn--i:наша|1p---md--i:нашимъ,нашимь,н҃шимъ|1p---mi--i:нашими,нашимы|1p---ng--i:наших|1d---nn--i:наши|1p---na--i:наша,н҃ша|1d---fa--i:наши|1p---nl--i:наших|1p---fa--i:наша,нашѣ|1p---fl--i:нашихъ|1s---nl--i:нашемъ|1s---fd--i:нашей,нашеи|1p---pn--i:наши|1d---nl--i:нашу|1s---fi--i:нашею|1s---mi--i:нашимь|1s---ni--i:нашимъ|1p---fi--i:нашими|3s---ni--i:нашимъ
2249629;ѿ;отъ;R-;---------n;no distractor
2249630;оуставленыхъ;уставити;V-;-puppfg-wi;3saia----i:оустави|-suppnn-si:оуставлено|-suppfn-si:оуставлена|-puppmn-si:оуставлены|3paia----i:оуставиша|-pspamn-si:ѹставили|-sspamn-si:ѹставилъ|-suppnn-wi:ѹставленоѥ|--pna----i:оуставити|-supamn-si:оуставивʼ
2249631;глалвъ;глава;Nb;-p---fg--i;-s---fg--i:главы|-s---fa--i:главу,главы,главѹ,главꙋ|-p---fa--i:главы|-s---fn--i:глава|-s---fl--i:главѣ,главе|-d---fa--i:главѣ|-d---fl--i:главу|-p---mn--i:глава|-p---fd--i:главам|-s---fi--i:главою|-s---fv--i:главо|-p---fn--i:главы
2249632;мира;миръ;Nb;-s---mg--i;-s---ml--i:мироу|-s---ma--i:миръ,мїръ|-s---mn--i:миръ,миро|-s---mi--i:миромь,миромъ,миръмь,миръмъ|-s---md--i:миру,мирѹ,мирꙋ|-p---mg--i:мировъ|-s---mc--i:мирѹ
2249633;и;и;C-;---------n;no distractor
2249634;любве;любы;Nb;-s---fg--i;-s---fa--i:любовь,любъвь,любовъ,лубовь|-s---fl--i:любъви|-s---fn--i:любовь|-s---fi--i:любовью,любовию,любовїю,любъвию,любъвью|-s---fd--i:любъви
2249635;и;и;C-;---------n;no distractor
2249636;таково;таковыи;A-;-s---napsi;-s---fgpwi:таковыя,таковыѧ,таковыꙗ|-p---mnpwi:таковии,таковїи|-p---fapwi:таковыя,таковыѧ|-s---fapsi:такову,таковѹ,таковꙋ|-p---fnpwi:таковыя|-p---mlpwi:таковыихъ|-s---ngpwi:таковааго|-p---napwi:таковаꙗ,таковаѧ,таковая|-s---napwi:таковоѥ,такавоѥ,таковое|-p---mipwi:таковыми,Таковыми|-p---mgpwi:таковыихъ|-s---ngpsi:такова|-s---fnpwi:таковаѧ,таковая|-s---mapsi:таковъ|-s---mnpwi:таковыи,таквоыи|-p---fnpsi:таковы|-s---fnpsi:такова,Такова|-p---ngpwi:таковыихъ|-s---mnpsi:таковъ|-s---fapwi:таковую,таковѹю,таковꙋю|-p---fgpwi:таковых|-p---nnpsi:таковы|-s---nnpwi:таковое,таковоѥ|-s---mgpwi:таковааго|-p---mdpwi:таковымъ,таковымʼ|-s---nlpwi:таковѣмь|-s---flpwi:таковѣи|-s---ndpwi:таковѹѹмѹ|-s---mapwi:таковыи|-s---mipwi:таковыимь|-p---nipwi:таковыми|-s---mdpwi:таковомꙋ,таковомѹ|-p---mapwi:таковііѧ|-s---fipti:таковою|-p---fdpwi:таковымъ|-s---nipwi:таковым|-p---fipwi:таковыми
2249637;написание;написание;Nb;-s---na--i;no distractor
2249638;дахомъ;дати;V-;1paia----i;3paia----i:даша|3siia----i:дадѧшеть|3saia----i:дастъ,дасть|3spia----i:дасть,дастъ|3ppia----i:дадоуть|-sspamn-si:далъ|1spia----i:дамъ,дамь|2ppma----i:дадите|1saia----i:дахъ|--pna----i:да[т]и|2spma----i:даждь|3piia----i:дадѧху|3spma----i:дажь|1dpia----i:давѣ|-supamn-si:давъ|-supamg-wi:давъшаго,дав꙽шаго|2ppia----i:дадите|-suppfn-si:дана|2spia----i:дашъ,даси|-suppnn-si:дано,данѡ|-pppamn-si:дадуче,дадѹще,дадѹце|-pspamn-si:дали|-sspafn-si:дала|-puppmn-si:даны|-sppamn-si:дада|-sppamn-wi:дадыи|1ppia----i:дадимъ|-suppmd-wi:дав꙽шемѹ|-puppfn-si:даны|-supafn-si:давши|-pppamd-wi:дадущимъ|-sppamd-si:дадущю,дадучю|-pupamn-si:давше
2249639;цртсва;цѣсарьство;Nb;-s---ng--i;-s---nd--i:цр҃ствѹ|-s---nn--i:цр҃тво,црство|-s---na--i:цр҃ьс꙽тво|-s---nl--i:црсьствии
2249640;вашего;вашь;Ps;2s---ng--i;2s---mn--i:вашь|2s---md--i:вашему,вашемꙋ,вашемѹ|2s---nn--i:ваше|2p---na--i:ваша|2s---fn--i:вашьа|2s---ma--i:вашь,ваша|2p---mn--i:ваши|2p---mi--i:вашими|2s---fa--i:вашю,ваша,вашу|2p---ma--i:ваша,вшаа,вашѣ,ваши|2p---mg--i:вашихъ|2p---fg--i:вашихъ|2s---na--i:ваше|2d---ni--i:вашима|2s---fi--i:вашею|2s---ni--i:вашимъ|2p---fa--i:ваша|2p---ml--i:вашихъ|2p---nn--i:ваша|2s---fd--i:вашеи|2s---fg--i:вашея|2p---nd--i:вашимъ|2p---fd--i:вашимъ|2s---nl--i:вашемъ,вашемь|2p---fn--i:ваша|2s---nd--i:вашему|2s---fl--i:вашеи|1s---mg--i:вашег|2s---ml--i:вашемъ|2p---ng--i:вашихъ
2249641;на;на;R-;---------n;no distractor
2249642;оутвѣржение;утвьржение;Nb;-s---na--i;no distractor
2249643;ѡбоему;обои;Ma;-s---nd--i;-d---mn--i:ѡбои,ѡбоя,обои|-d---mi--i:ѡбѣма|-d---na--i:ѡбоя|-p---fg--i:ѡбѣих|-d---fg--i:ѻбоихъ|-p---mg--i:ѡбоих|-s---na--i:обое|-d---md--i:ѡбоимъ|-p---mn--i:ѡбои
2249644;пребывати;прѣбывати;V-;--pna----i;3siia----i:пребывааше,прѣбывааше|3spia----i:пребываеть,пребываѥть|-dppamn-si:пребывающа|-sppamn-si:пребывая,пребываꙗ,пребываѧ|2ppma----i:пребываите|1ppia----i:пребываемъ|-pppamn-si:пребывающе,пребывающа|-sppamn-wi:пребываяи|3daia----i:пребываста|-pppama-si:пребывающа|3piia----i:пребывахѹть|-sppamd-si:пребывающю,пребывающѹ|1siia----i:прѣбываахъ|-pppamd-si:пребывающем|-sppafn-si:пребывающи|-pppann-si:пребывающа
2249645;таковому;таковыи;A-;-s---ndpwi;-s---fgpwi:таковыя,таковыѧ,таковыꙗ|-p---mnpwi:таковии,таковїи|-p---fapwi:таковыя,таковыѧ|-s---fapsi:такову,таковѹ,таковꙋ|-p---fnpwi:таковыя|-p---mlpwi:таковыихъ|-s---ngpwi:таковааго|-p---napwi:таковаꙗ,таковаѧ,таковая|-s---napwi:таковоѥ,такавоѥ,таковое|-p---mipwi:таковыми,Таковыми|-p---mgpwi:таковыихъ|-s---nnpsi:таково|-s---mgpsi:такова,таково,токава|-s---ngpsi:такова|-s---fnpwi:таковаѧ,таковая|-s---mapsi:таковъ|-s---mnpwi:таковыи,таквоыи|-p---fnpsi:таковы|-s---napsi:таково|-s---fnpsi:такова,Такова|-p---ngpwi:таковыихъ|-s---mnpsi:таковъ|-s---fapwi:таковую,таковѹю,таковꙋю|-p---fgpwi:таковых|-p---nnpsi:таковы|-s---nnpwi:таковое,таковоѥ|-s---mgpwi:таковааго|-p---mdpwi:таковымъ,таковымʼ|-s---nlpwi:таковѣмь|-s---flpwi:таковѣи|-s---mapwi:таковыи|-s---mipwi:таковыимь|-p---nipwi:таковыми|-s---mdpwi:таковомꙋ,таковомѹ|-p---mapwi:таковііѧ|-s---fipti:таковою|-p---fdpwi:таковымъ|-s---nipwi:таковым|-p---fipwi:таковыми
2249646;свѣщанию;съвѣщание;Nb;-s---nd--i;-s---ng--i:свѣщанья,свѣщания|-s---ni--i:съвѣщаньемь|-s---nl--i:свѣщаньѣ|-p---na--i:съвѣщанья,съвѣщенїѧ
2249647;на;на;R-;---------n;no distractor
2249648;оутвѣржение;утвьржение;Nb;-s---na--i;no distractor
2249649;и;и;C-;---------n;no distractor
2249650;извѣщение;извѣщение;Nb;-s---na--i;no distractor
2249651;межи;межи;R-;---------n;no distractor
2249652;вами;вы;Pp;2p---mi--i;2p---mn--i:вы,вꙑ,Вы|2p---md--i:вамъ,вам҃,вамо|2p---qn--i:вы|2p---ma--i:вы,ва,вꙑ|2p---mg--i:васъ|2d---ng--i:ваю|2p---ml--i:васъ,ва҃с|2s---md--i:вы|2p---fn--i:вы
