4459,47
123745
рѣша;рещи;V-;3paia----i;--pna----i:рещи-|-pupamn-si:рекъше|3saia----i:рече,Рече,рѣче,реч҃,речь|1paia----i:рекохомъ|-supana-si:рекъше,рек꙽ше|-ppppmn-wi:рекомии|3daia----i:рекоста|-supamn-si:рекъ,рѣхъ,Рекъ|-sppamn-si:р]ека|-pppamn-si:рекоуче,рекоуще|2ppma----i:рьцѣте,речете|-sppafn-si:рькуще,рькущи|-suppnn-si:реченно|2spma----i:речши|-supafn-si:рекъши|1ppma----i:рцѣмъ|-spppma-wi:рекомыи|-sspamn-si:реклъ|1saia----i:рекохъ,рѣкъхъ|1spia----i:реку,рекѹ|-supamd-si:рекшемꙋ|2paia----i:рекосте|-dupamd-si:рекшема|3siia----i:речаше|3spia----i:речетъ,речеть|-sppamd-si:рекущю,рекѹщю|3ppia----i:рекуть,рекутъ,рекѹть,рекꙋтъ|1ppia----i:речемъ|-dspamn-si:рекла|-pspamn-si:рекъли|-sppamn-wi:рекыи|-dupamn-si:рекъша|-supang-wi:рекъшааго|-supamg-si:рекъша|-suppnn-wi:реченʼное|-spppmn-si:рк|1dpia----i:речеве|-supana-wi:рекъшеѥ|2ppia----i:речете|-supamd-wi:рекъшюѹмѹ|-pupamd-si:рекъшемъ|-supann-wi:рекшеѥ|-supamg-wi:рекъшааго|-sppamg-si:рекѹща,рекуща|-supann-si:рек꙽ше|-spppmn-wi:рекомыи|-suppnd-wi:реченномѹ|-pupamd-wi:рекшимъ|-puppna-wi:реченнаѧ|-suppml-wi:реченѣм|-spppfn-wi:рекомая|-dppamn-si:рекуща|-pppafn-si:ркучи
сами;самъ;Pd;-p---mn--i;-s---mi--i:самѣмъ|-s---mn--i:самъ,самʼ,сам꙽,саме|-p---mi--i:самѣми|-s---fn--i:сама|-p---nl--i:самѣхъ|-d---md--i:самѣма|-d---mn--i:сама|-s---md--i:самому,самамѹ,самомѹ,сомомѹ,Самомѹ|-s---mg--i:самого,самаго|-p---mg--i:самѣхъ,самыхъ|-p---ma--i:самыя|-s---fd--i:самой,самои|-s---fl--i:самои|-p---md--i:самимъ,самымъ|-s---fg--i:самыя|-s---ng--i:самого|-s---nn--i:самое|-p---fl--i:самѣхъ|-p---fg--i:самѣх|-s---na--i:самое|-s---nl--i:самом|-s---fa--i:саму|-d---mg--i:самаю
в;въ;R-;---------n;no distractor
себѣ;себе;Pk;3s---ml--i;3s---qa--i:стѧ,сиѧ,с꙽ѧ|3p---ma--i:сѧ|3s---ma--i:собѧ,себѧ|3s---qg--i:собе,себе,себѧ,себя|3s---mi--i:соб[ою|3s---fi--i:собою|3s---qi--i:собою|3s---fg--i:себѧ,сѣбѧ,себе|3s---fa--i:сїѧ|3p---mi--i:собою|3s---nd--i:си|3s---ni--i:собою
123761
поищемъ;поискати;V-;1ppia----i;2spia----i:поищеши|-pupafn-si:поискавъше|--pna----i:поискати
собѣ;себе;Pk;3s---qd--i;3s---qa--i:стѧ,сиѧ,с꙽ѧ|3p---ma--i:сѧ|3s---ma--i:собѧ,себѧ|3s---qg--i:собе,себе,себѧ,себя|3s---mi--i:соб[ою|3s---fi--i:собою|3s---mg--i:себе,собе,собя,себя,собѧ,себѣ,себѧ|3s---qi--i:собою|3s---ql--i:себѣ,собе|3s---fg--i:себѧ,сѣбѧ,себе|3s---fa--i:сїѧ|3p---mi--i:собою|3d---md--i:себе,себѣ|3s---nd--i:си|3s---ni--i:собою|3p---mg--i:себѣ,себе
кнѧзѧ;кънязь;Nb;-s---mg--i;-s---md--i:кънѧзю,кн҃ѧзю,кънѧзѹ|-s---mv--i:кънѧже|-p---md--i:кънꙗземъ|-p---mg--i:кн҃ѧзеи|-s---mn--i:кънѧзь,кн҃ѧзь|-s---mi--i:кнѧземъ,кнѧземь,кнꙗзьмь,кнѧзьмь,кн҃ѕемъ,кн҃земъ,кнѧзем҃,кн҃зѣмь,кнз҃емь|-s---ma--i:кнѧзь,кн҃зь|-p---mn--i:кнѧзи,князи,кнꙗзи,кн҃зи|-s---ml--i:кнѧзѣ,кнѧзи,князи,князе,кнѕ҃е,кн҃ѕе,кнз҃и,кн҃зи|-p---ml--i:кънѧзьхъ|-p---mi--i:князьми|-p---ma--i:кнѧзи,кн҃зи,князи|-d---md--i:кн҃зема|-d---mi--i:кн҃зьма
иже;иже;Pr;-s---mn--i;-s---fg--i:неяже,неꙗже,неѧже|-s---nn--i:ѥ же|-s---ng--i:негоже,ѥго же|-s---na--i:не же|-s---nd--i:немуже,ѥмѹ же|-p---mg--i:нихъ же|-p---ml--i:нихъ же|-s---fa--i:ню же|-s---fl--i:неи же,нѥи же|-p---nn--i:яже,ꙗже|-s---mg--i:него же|-s---ml--i:нем꙽ же,немь же|-s---md--i:ему же,єму же|-s---ni--i:имьже|-d---fg--i:неюже|-p---na--i:нѧже|-p---md--i:имʼ же|-p---ng--i:ихъ же|-d---mg--i:еюже|-d---mn--i:яже|-p---fi--i:имиже|-p---fn--i:яже,ꙗже|-s---mi--i:нимь же|-p---fd--i:имъже|-s---fi--i:ѥюже,еюже|-s---nl--i:нем꙽ же|-p---fg--i:них꙽же|-p---ni--i:ими же|-p---nl--i:них꙽же|-s---fd--i:нее же|-p---nd--i:им꙽же
бы;быти;V-;3saia----i;3spia----i:есть,етсь,ѥсть,естъ,есте|-pppamd-wi:сѹщиимъ|3ppia----i:бдуть,соуть|3siia----i:будѧше,бѧшеть,бѹдꙗше,бѹдѧше,бꙋдѧше,бяшетъ,Бяшеть|-pppama-wi:сущая,сѹщаѧ|3pfia----i:боудоуть|-supamn-si:бывше|3piia----i:бѣахѹть|3paia----i:быша,бꙑша|-sspamn-si:былъ,был꙽,бꙑлъ,бꙑло,бꙑле|--pna----i:быти,бꙑти,быть,Быти|-pppamn-si:соущи,соуще|3diia----i:бѧста,бѣста,беста|1piia----i:бѧхомъ|-pspann-si:была,были|-sppafd-wi:сущеи,сѹщеи|-sppafd-si:сущи,суще,сѹщи,сѹще|-sppamg-si:соуща|1spia----i:ес꙽мь,есемо,есьмь,есьмъ|3spma----i:буди,бѹди,бѹдь,бꙋди|3daia----i:быста,бѣста,бꙑста|3sfia----i:боудеть,боудетъ,боудѣте,боудѣть,боудѣтѣ|-supafd-si:бывъши|-supanl-wi:бывшемъ|-supang-wi:бывшаго|-sfpama-wi:будущии,будущїи,бѹдѹщии,бѹдѹщиї|-sfpamn-wi:будущии|-pppamg-wi:сѹщиихъ|1ppia----i:ес꙽мы|-pfpama-wi:будущая|2spia----i:бѹдеши,бѹдьше|1paia----i:быхомъ,быхъмъ|2ppia----i:есте,ѥсте,естя,єсте|-pupamn-si:бывъше|-sppafa-si:сущю,сѹщю,сѹщȣ,сѹщѹ|-supafn-si:бывши|1sfia----i:буду,бѹдѹ|2spma----i:буди,бѹди,бꙋди|-sppafn-si:соущи|-pupana-wi:бывшая|1pfia----i:будемъ|-sspafn-si:была|-pspamn-si:были,Были|2paia----i:бысте,бѣсте|-sppang-wi:сущаго,сѹщаго|2dfia----i:будета|3dpia----i:еста,ѥста|2sfia----i:бѹдеш]и|-pupamd-wi:бывшимъ|-supamd-si:бывъшю,быв꙽шѹ|-sppamn-wi:соущїи|-sspann-si:был҃о|-supana-wi:бывъшеѥ|-supafa-si:бывшю,бывши|-pppama-si:суща,сѹща|-pppamd-si:сущемъ,сѹщемъ|-sppamd-si:сущю,сѹщю,сущу,сѹщѹ,сѹщȣ,сꙋщꙋ,сѹщꙋ|1saia----i:быхъ,бѧхъ,бꙑхо|2daia----i:быста|-dppamn-si:суща|2dpia----i:еста,ѥста|-sppafa-wi:сущюю|-sppama-si:сущи,сѹщь|-sppand-si:соущꙋ|2pfia----i:боудѣте|1dpia----i:есвѣ,есвҍ|1siia----i:бѣхъ|1dfia----i:будевѣ,бѹдевѣ|-pspafn-si:были|-supand-si:бывъшю,быв꙽шѹ|-sppamg-wi:сѹщааго|-pppamn-wi:соущїи|-pppami-wi:сѹщиими|-sfpamg-wi:бѹдѹщаго|-dppamg-si:сѹщю|-dupamg-si:бывъшю|2ppma----i:будѣте|-sfpaml-wi:бѹдѹщемъ|-pppann-wi:сущие|-sppann-wi:сущее|-supamn-wi:бывыи,бывьї|-sppamn-si:сѹщь,буда|-supamg-si:бывъша|2siia----i:бѣ|-pppaml-wi:сѹщиихъ|-sppann-si:сѹще|-pppana-si:сѹща|-sppafn-wi:сѹщаꙗ,сѹщаѧ|-sppana-si:сѹще|-pppang-wi:сѹщиихъ,бѹдꙋщих|-sppama-wi:сѹщии|-pppana-wi:соущаѧ|-pppand-si:сѹщемъ|-sppamd-wi:сѹщюѹмѹ|-pupamn-wi:бывъшеи|1ppma----i:бѹдѣмъ|-pupamd-si:бывъшемъ|-sppang-si:сѹща|-dppamd-si:сѹщема|-pupamg-wi:бывъшиихъ|-pppafd-wi:соущимъ|-supafa-wi:бывшꙋю,бывшюю|-supamg-wi:быв꙽шаго|-sfpang-wi:бѹдꙋщаго|-pfpann-wi:бѹдѹщаѧ|-supann-wi:быв꙽шее|-pfpand-wi:бѹдꙋщим|-sfpana-wi:бѹдꙋщее|-pfpana-wi:бѹдꙋщаѧ,будущая|-pupang-wi:быв꙽шихъ|-sppana-wi:сѹщее|-pupama-wi:быв꙽шаѧ|-dspamn-si:была|-supama-wi:бывшии|-pppann-si:суща|-dupamg-wi:бывшею|-supang-si:бывша
володѣлъ;володѣти;V-;-sspamn-si;-pppamd-si:володѣющемъ|3ppia----i:володѣють|--pna----i:володѣти|-sppamn-si:володѣя
нами;мы;Pp;1p---mi--i;1p---ml--i:насъ|1p---mn--i:мьы|1p---md--i:намъ,Намъ,нам꙽,намо|1p---qd--i:намъ|1p---qg--i:насъ|1p---ma--i:насъ|1p---qa--i:ны|1p---mg--i:насъ,нас҃,насо|1p---fn--i:мы|1p---fd--i:намъ
и;и;C-;---------n;no distractor
судилъ;судити;V-;-sspamn-si;2spma----i:суди|---u--a--i:судитъ|3siia----i:судѧше,судяше|--pna----i:соудити|-sppamn-wi:судѧи|2ppma----i:судите,сѹдите|1spia----i:сѹжѹ|3spia----i:сѹдитъ,сѹдить|3ppia----i:судѧть|1paia----i:судихом|2ppia----i:судите
по;по;R-;---------n;no distractor
праву;право;Nb;-s---nd--i;no distractor
123764
идаша;ити;V-;3paia----i;3spia----i:идеть,идетъ,ꙇдеть,идѣть|--pna----i:итʼти,итьти,итъти|3saia----i:иде,Иде,іде,иле|-sppafd-si:идучи|-sppamd-si:идоущꙋ|-pppamn-si:идуче,идуще,ꙇдучи,идѹще,идѹце,идуце|1ppia----i:идемъ,идем҃|3ppia----i:идоуть|2ppma----i:идѣте|2spia----i:идеши,идешь|1spia----i:иду,идѹ,идꙋ|-sppafn-si:идущи|3daia----i:идоста,идѧста|2spma----i:иди|-supamn-si:ишедъ|-pupamn-si:шедъше,шьдъше|-pppama-si:идуща|-sppamn-si:ꙇдучи,идучи|3piia----i:идѧхуть|-supamd-si:шедъшю,шьдъшю|-pppamd-si:идущемъ,идѹщемъ|-sppamg-si:идуща,идуча|3siia----i:идꙗшеть|-sppama-si:идущь|2ppia----i:идете,идите|-sspamn-si:шелъ,шьлъ|-sppami-wi:идущимъ|-sppann-si:идуще|1saia----i:идохъ|1paia----i:идохом|-pspamn-si:шьли|-dppamd-si:идущема|-sppamn-wi:Идыи,идыи|3dpia----i:идета|-pppamd-wi:идущимъ|-supafn-si:шедъши|-dupamd-si:шедъшема|1ppma----i:идемъ
за;за;R-;---------n;no distractor
море;море;Nb;-s---na--i;-s---ng--i:морїꙗ|-s---nd--i:морю|-s---ni--i:моремъ,моремь|-p---ng--i:морь|-p---na--i:морѧ|-s---ma--i:мъре
къ;къ;R-;---------n;no distractor
варѧгомъ;варягъ;Nb;-p---md--i;-p---mn--i:варѧзи|-p---mg--i:варѧгъ|-p---ma--i:варѧги,вариги,варѧгы,вѧрѧгы|-p---mi--i:варѧги,варѧгы|-d---mn--i:варѧга|-s---mn--i:варѧгъ|-d---ma--i:варѧга,варꙗга
к;къ;R-;---------n;no distractor
русі;русь;Ne;-s---fd--i;-s---fn--i:русь,рьсь,срьу|-s---fg--i:роуси|-s---fl--i:роусе|-s---fa--i:русь,рѹсь,рѹс҃|-s---fi--i:роусию
123765
сице;сице;Df;---------n;no distractor
бо;бо;Df;---------n;no distractor
сѧ;себе;Pk;3s---qa--i;3s---qd--i:собѣ,себе,себѣ|3s---md--i:собѣ,себе,собе,себѣ,Себѣ,сѣбѣ|3p---md--i:собѣ,себѣ|3s---ml--i:собѣ,себѣ,себе,СЕБѢ,сѣбѣ,събѣ|3s---qg--i:собе,себе,себѧ,себя|3s---fd--i:собѣ,сѣбе,себѣ,собҍ|3s---mi--i:соб[ою|3s---fi--i:собою|3s---mg--i:себе,собе,собя,себя,собѧ,себѣ,себѧ|3s---qi--i:собою|3s---ql--i:себѣ,собе|3s---fg--i:себѧ,сѣбѧ,себе|3s---fl--i:себѣ,собѣ|3s---fa--i:сїѧ|3p---mi--i:собою|3d---md--i:себе,себѣ|3s---nd--i:си|3s---ni--i:собою|3p---mg--i:себѣ,себе
звахуть;зъвати;V-;3piia----i;-spppfa-si:зовему|3spia----i:зоветь,зоветъ|3ppia----i:зовоуть|-spppfn-wi:зовомая,зовемая|1saia----i:звахъ|--pna----i:звати|2ppia----i:зовѣте|-suppmn-si:званъ|-puppmg-wi:званныхъ|-supamn-wi:звавыи|-suppmn-wi:званои|-pppamn-si:звали|-pspamn-si:звали|-spppmn-si:зовомъ|-sppamn-si:зовѹщь|-puppmn-si:звани|-spppml-wi:зовомѣм|1paia----i:звахом|-spppmn-wi:зовомыи|-spppfd-wi:зовомѣи|1ppia----i:зовемъ|-ppppnn-wi:зовемая|3siia----i:зваше
134571
и;и;C-;---------n;no distractor
варѧзи;варягъ;Nb;-p---mn--i;-p---mg--i:варѧгъ|-p---ma--i:варѧги,вариги,варѧгы,вѧрѧгы|-p---md--i:варѧгомъ|-p---mi--i:варѧги,варѧгы|-d---mn--i:варѧга|-s---mn--i:варѧгъ|-d---ma--i:варѧга,варꙗга
суть;быти;V-;3ppia----i;3spia----i:есть,етсь,ѥсть,естъ,есте|-pppamd-wi:сѹщиимъ|3saia----i:бысть,бꙑсть,быстъ,быстʼ|3siia----i:будѧше,бѧшеть,бѹдꙗше,бѹдѧше,бꙋдѧше,бяшетъ,Бяшеть|-pppama-wi:сущая,сѹщаѧ|3pfia----i:боудоуть|-supamn-si:бывше|3piia----i:бѣахѹть|3paia----i:быша,бꙑша|-sspamn-si:былъ,был꙽,бꙑлъ,бꙑло,бꙑле|--pna----i:быти,бꙑти,быть,Быти|-pppamn-si:соущи,соуще|3diia----i:бѧста,бѣста,беста|1piia----i:бѧхомъ|-pspann-si:была,были|-sppafd-wi:сущеи,сѹщеи|-sppafd-si:сущи,суще,сѹщи,сѹще|-sppamg-si:соуща|1spia----i:ес꙽мь,есемо,есьмь,есьмъ|3spma----i:буди,бѹди,бѹдь,бꙋди|3daia----i:быста,бѣста,бꙑста|3sfia----i:боудеть,боудетъ,боудѣте,боудѣть,боудѣтѣ|-supafd-si:бывъши|-supanl-wi:бывшемъ|-supang-wi:бывшаго|-sfpama-wi:будущии,будущїи,бѹдѹщии,бѹдѹщиї|-sfpamn-wi:будущии|-pppamg-wi:сѹщиихъ|1ppia----i:ес꙽мы|-pfpama-wi:будущая|2spia----i:бѹдеши,бѹдьше|1paia----i:быхомъ,быхъмъ|2ppia----i:есте,ѥсте,естя,єсте|-pupamn-si:бывъше|-sppafa-si:сущю,сѹщю,сѹщȣ,сѹщѹ|-supafn-si:бывши|1sfia----i:буду,бѹдѹ|2spma----i:буди,бѹди,бꙋди|-sppafn-si:соущи|-pupana-wi:бывшая|1pfia----i:будемъ|-sspafn-si:была|-pspamn-si:были,Были|2paia----i:бысте,бѣсте|-sppang-wi:сущаго,сѹщаго|2dfia----i:будета|3dpia----i:еста,ѥста|2sfia----i:бѹдеш]и|-pupamd-wi:бывшимъ|-supamd-si:бывъшю,быв꙽шѹ|-sppamn-wi:соущїи|-sspann-si:был҃о|-supana-wi:бывъшеѥ|-supafa-si:бывшю,бывши|-pppama-si:суща,сѹща|-pppamd-si:сущемъ,сѹщемъ|-sppamd-si:сущю,сѹщю,сущу,сѹщѹ,сѹщȣ,сꙋщꙋ,сѹщꙋ|1saia----i:быхъ,бѧхъ,бꙑхо|2daia----i:быста|-dppamn-si:суща|2dpia----i:еста,ѥста|-sppafa-wi:сущюю|-sppama-si:сущи,сѹщь|-sppand-si:соущꙋ|2pfia----i:боудѣте|1dpia----i:есвѣ,есвҍ|1siia----i:бѣхъ|1dfia----i:будевѣ,бѹдевѣ|-pspafn-si:были|-supand-si:бывъшю,быв꙽шѹ|-sppamg-wi:сѹщааго|-pppamn-wi:соущїи|-pppami-wi:сѹщиими|-sfpamg-wi:бѹдѹщаго|-dppamg-si:сѹщю|-dupamg-si:бывъшю|2saia----i:бысть|2ppma----i:будѣте|-sfpaml-wi:бѹдѹщемъ|-pppann-wi:сущие|-sppann-wi:сущее|-supamn-wi:бывыи,бывьї|-sppamn-si:сѹщь,буда|-supamg-si:бывъша|2siia----i:бѣ|-pppaml-wi:сѹщиихъ|-sppann-si:сѹще|-pppana-si:сѹща|-sppafn-wi:сѹщаꙗ,сѹщаѧ|-sppana-si:сѹще|-pppang-wi:сѹщиихъ,бѹдꙋщих|-sppama-wi:сѹщии|-pppana-wi:соущаѧ|-pppand-si:сѹщемъ|-sppamd-wi:сѹщюѹмѹ|-pupamn-wi:бывъшеи|1ppma----i:бѹдѣмъ|-pupamd-si:бывъшемъ|-sppang-si:сѹща|-dppamd-si:сѹщема|-pupamg-wi:бывъшиихъ|-pppafd-wi:соущимъ|-supafa-wi:бывшꙋю,бывшюю|-supamg-wi:быв꙽шаго|-sfpang-wi:бѹдꙋщаго|-pfpann-wi:бѹдѹщаѧ|-supann-wi:быв꙽шее|-pfpand-wi:бѹдꙋщим|-sfpana-wi:бѹдꙋщее|-pfpana-wi:бѹдꙋщаѧ,будущая|-pupang-wi:быв꙽шихъ|-sppana-wi:сѹщее|-pupama-wi:быв꙽шаѧ|-dspamn-si:была|-supama-wi:бывшии|-pppann-si:суща|-dupamg-wi:бывшею|-supang-si:бывша
123767
яко;яко;Dq;---------n;no distractor
се;се;I-;---------n;no distractor
друзии;другыи;A-;-p---mnpwi;-s---fnpwi:дроугая|-s---fapwi:другую,дрѹгѹю|-s---napwi:другое,дрȣгоѥ|-s---mdpwi:другому,дрꙋгомѹ|-p---mdpwi:дрѹгыимъ|-s---nnpwi:другое,дрꙋгое|-s---ngpwi:другога,другаго|-s---fgpwi:другоѣ,дрѹгїѧ,другия|-p---mdpsi:другомъ|-p---flpwi:другых|-s---mapwi:другыи,дрѹгыи,дрѹгꙑи|-s---mlpsi:друзѣмь|-p---mipwi:другыми|-s---mnpwi:другыи,дрѹгыи,дрꙋгїи,дрѹгїи|-s---mgpwi:другаго,дрѹгаго,другого|-p---mnpsi:другї|-s---mipwi:другымь|-p---fnpwi:другыя,дрѹгыѧ,дрꙋгїѧ|-s---mdpsi:дрѹгѹ|-s---mlpwi:другомъ|-p---napwi:дрꙋгаѧ|-p---fipwi:дрꙋгими|-s---mgpsi:дроуга|-p---mapsi:друзи|-p---nnpwi:другыя|-p---mgpwi:других,другых|-s---nlpsi:друзѣ
зовут;зъвати;V-;3ppia----i;-spppfa-si:зовему|3spia----i:зоветь,зоветъ|3piia----i:звахуть|-spppfn-wi:зовомая,зовемая|1saia----i:звахъ|--pna----i:звати|2ppia----i:зовѣте|-suppmn-si:званъ|-puppmg-wi:званныхъ|-supamn-wi:звавыи|-suppmn-wi:званои|-pppamn-si:звали|-pspamn-si:звали|-spppmn-si:зовомъ|-sppamn-si:зовѹщь|-puppmn-si:звани|-spppml-wi:зовомѣм|1paia----i:звахом|-spppmn-wi:зовомыи|-spppfd-wi:зовомѣи|1ppia----i:зовемъ|-ppppnn-wi:зовемая|3siia----i:зваше
сѧ;себе;Pk;3s---qa--i;3s---qd--i:собѣ,себе,себѣ|3s---md--i:собѣ,себе,собе,себѣ,Себѣ,сѣбѣ|3p---md--i:собѣ,себѣ|3s---ml--i:собѣ,себѣ,себе,СЕБѢ,сѣбѣ,събѣ|3s---qg--i:собе,себе,себѧ,себя|3s---fd--i:собѣ,сѣбе,себѣ,собҍ|3s---mi--i:соб[ою|3s---fi--i:собою|3s---mg--i:себе,собе,собя,себя,собѧ,себѣ,себѧ|3s---qi--i:собою|3s---ql--i:себѣ,собе|3s---fg--i:себѧ,сѣбѧ,себе|3s---fl--i:себѣ,собѣ|3s---fa--i:сїѧ|3p---mi--i:собою|3d---md--i:себе,себѣ|3s---nd--i:си|3s---ni--i:собою|3p---mg--i:себѣ,себе
свое;свои;Nb;-p---mn--i;no distractor
друзии;другыи;A-;-p---mnpwi;-s---fnpwi:дроугая|-s---fapwi:другую,дрѹгѹю|-s---napwi:другое,дрȣгоѥ|-s---mdpwi:другому,дрꙋгомѹ|-p---mdpwi:дрѹгыимъ|-s---nnpwi:другое,дрꙋгое|-s---ngpwi:другога,другаго|-s---fgpwi:другоѣ,дрѹгїѧ,другия|-p---mdpsi:другомъ|-p---flpwi:другых|-s---mapwi:другыи,дрѹгыи,дрѹгꙑи|-s---mlpsi:друзѣмь|-p---mipwi:другыми|-s---mnpwi:другыи,дрѹгыи,дрꙋгїи,дрѹгїи|-s---mgpwi:другаго,дрѹгаго,другого|-p---mnpsi:другї|-s---mipwi:другымь|-p---fnpwi:другыя,дрѹгыѧ,дрꙋгїѧ|-s---mdpsi:дрѹгѹ|-s---mlpwi:другомъ|-p---napwi:дрꙋгаѧ|-p---fipwi:дрꙋгими|-s---mgpsi:дроуга|-p---mapsi:друзи|-p---nnpwi:другыя|-p---mgpwi:других,другых|-s---nlpsi:друзѣ
же;же;Df;---------n;no distractor
оурмане;урмане;Nb;-p---mn--i;no distractor
анъглѧне;аньгляне;Nb;-p---mn--i;no distractor
друзіи;другыи;A-;-p---mnpwi;-s---fnpwi:дроугая|-s---fapwi:другую,дрѹгѹю|-s---napwi:другое,дрȣгоѥ|-s---mdpwi:другому,дрꙋгомѹ|-p---mdpwi:дрѹгыимъ|-p---mapwi:другия,друзии,другыя,другыѣ,дрѹгыѧ,дрѹгиѧ,дрѹгꙑꙗ,дгугыѣ,другыꙗ,дгугыꙗ|-s---nnpwi:другое,дрꙋгое|-s---ngpwi:другога,другаго|-s---fgpwi:другоѣ,дрѹгїѧ,другия|-p---mdpsi:другомъ|-p---flpwi:другых|-s---mapwi:другыи,дрѹгыи,дрѹгꙑи|-s---mlpsi:друзѣмь|-p---mipwi:другыми|-s---mnpwi:другыи,дрѹгыи,дрꙋгїи,дрѹгїи|-s---mgpwi:другаго,дрѹгаго,другого|-p---mnpsi:другї|-s---mipwi:другымь|-p---fnpwi:другыя,дрѹгыѧ,дрꙋгїѧ|-s---mdpsi:дрѹгѹ|-s---mlpwi:другомъ|-p---napwi:дрꙋгаѧ|-p---fipwi:дрꙋгими|-s---mgpsi:дроуга|-p---mapsi:друзи|-p---nnpwi:другыя|-p---mgpwi:других,другых|-s---nlpsi:друзѣ
гъте;готе;Nb;-p---mn--i;no distractor
тако;тако;Df;---------n;no distractor
и;и;Df;---------n;no distractor
си;сии;Pd;-p---mn--i;-s---fa--i:сию,Сию,сїю,сюю,сію|-p---mg--i:сихъ,Сихъ|-s---fg--i:сея,сее,сеѧ,сеꙗ,сїѧ,сеѥ|-p---fd--i:симъ|-p---fl--i:сихъ|-s---mg--i:сего,сегѡ|-p---ml--i:сихъ|-s---nl--i:семь,семъ,сѣмъ,сѥмь,семʼ|-p---nl--i:сихъ,сихʼ|-s---nn--i:сие,сїе|-s---ml--i:семь,семъ,сѣмъ,семʼ|-p---md--i:симъ,сим꙽|-s---ng--i:сего,сегѡ|-d---md--i:сима|-s---fi--i:сею|-s---nd--i:сему,семѹ,семꙋ|-s---ni--i:симъ,симь|-s---md--i:сему,семѹ,семꙋ|-p---ng--i:сихъ|-s---mi--i:симь,симъ|-p---fg--i:сихъ|-s---fd--i:сеи|-p---fi--i:сими|-d---mg--i:сею|-p---nd--i:симъ,сим꙽|-p---ni--i:сими|-d---mi--i:сима|-d---ma--i:сия
рѣша;рещи;V-;3paia----i;--pna----i:рещи-|-pupamn-si:рекъше|3saia----i:рече,Рече,рѣче,реч҃,речь|1paia----i:рекохомъ|-supana-si:рекъше,рек꙽ше|-ppppmn-wi:рекомии|3daia----i:рекоста|-supamn-si:рекъ,рѣхъ,Рекъ|-sppamn-si:р]ека|-pppamn-si:рекоуче,рекоуще|2ppma----i:рьцѣте,речете|-sppafn-si:рькуще,рькущи|-suppnn-si:реченно|2spma----i:речши|-supafn-si:рекъши|1ppma----i:рцѣмъ|-spppma-wi:рекомыи|-sspamn-si:реклъ|1saia----i:рекохъ,рѣкъхъ|1spia----i:реку,рекѹ|-supamd-si:рекшемꙋ|2paia----i:рекосте|-dupamd-si:рекшема|3siia----i:речаше|3spia----i:речетъ,речеть|-sppamd-si:рекущю,рекѹщю|3ppia----i:рекуть,рекутъ,рекѹть,рекꙋтъ|1ppia----i:речемъ|-dspamn-si:рекла|-pspamn-si:рекъли|-sppamn-wi:рекыи|-dupamn-si:рекъша|-supang-wi:рекъшааго|-supamg-si:рекъша|-suppnn-wi:реченʼное|-spppmn-si:рк|1dpia----i:речеве|-supana-wi:рекъшеѥ|2ppia----i:речете|-supamd-wi:рекъшюѹмѹ|-pupamd-si:рекъшемъ|-supann-wi:рекшеѥ|-supamg-wi:рекъшааго|-sppamg-si:рекѹща,рекуща|-supann-si:рек꙽ше|-spppmn-wi:рекомыи|-suppnd-wi:реченномѹ|-pupamd-wi:рекшимъ|-puppna-wi:реченнаѧ|-suppml-wi:реченѣм|-spppfn-wi:рекомая|-dppamn-si:рекуща|-pppafn-si:ркучи
русь;русь;Ne;-s---fn--i;-s---fg--i:роуси|-s---fl--i:роусе|-s---fd--i:роуси|-s---fi--i:роусию
123771
чюдь;чудь;Ne;-s---fn--i;no distractor
словѣни;словѣнинъ;Nb;-p---mn--i;-p---mg--i:словѣнъ,словень|-p---md--i:словѣномъ|-p---ml--i:словѣнѣх|-p---mi--i:словеньми|-s---mn--i:словѣнинъ
и;и;C-;---------n;no distractor
кривичи;кривичи;Nb;-p---mn--i;no distractor
123773
всѧ;вьсь;Px;-s---fn--i;-s---fd--i:вьсеи,все и|-s---na--i:вьсе,вохо|-p---fn--i:вси,всѣ,все|-s---fa--i:вьсю,въсю|-s---nn--i:вьсе|-p---ml--i:всѣхъ|-p---mi--i:вьсѣми|-s---ma--i:весь,вьсь,весъ,въсь|-p---md--i:вьсѣмъ|-p---mg--i:вьсѣхъ|-s---ni--i:вьсѣмь|-s---mn--i:весь,вьсь|-s---nl--i:вьсемь|-p---fd--i:вьсѣмъ|-p---ng--i:вьсѣхъ|-p---fg--i:вьсѣхъ|-s---mg--i:вьсего|-p---ni--i:всѣми|-p---fl--i:всѣхъ|-s---ng--i:вьсего|-s---md--i:въсемѹ,всѣмоу,всемоу,Всемоу|-p---nl--i:вьсѣхъ|-s---fl--i:всеи,всѣи,всей|-s---fi--i:вьсею|-s---nd--i:всему,всѧмѹ,всемѹ,всѣмѹ,всемꙋ|-s---mi--i:всѣмъ|-s---ml--i:вьсемь|-p---nd--i:вьсѣмъ|-p---fi--i:вьсѣми
землѧ;земля;Nb;-s---fn--i;-s---fa--i:земьлю|-s---fl--i:земьли|-s---fd--i:земли,землі,землѣ,землї,ȥемли|-p---fg--i:земель|-s---fi--i:землею|-p---fa--i:землѣ,земли,земля|-p---fd--i:землѧмъ,землꙗмъ,зѣмлꙗмъ,землямъ|-s---fv--i:земле,землѣ|-p---fl--i:землѧхъ|-p---fi--i:землями
